,Name,Source,destination,date_of_journey,fare,duration,arrival_time,departure_time,stops
1486,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,1h 50m,21:50,20:00,Non Stop
1487,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,1h 55m,23:55,22:00,Non Stop
1488,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,3h 55m,19:40,15:45,1 stop at Goa
1489,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,6h,12:30,06:30,1 stop at Ahmedabad
1490,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,9h 20m,20:20,11:00,1 stop at Lucknow
1491,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,9h 35m,01:20,15:45,1 stop at Goa
1492,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,11h 50m,07:50,20:00,1 stop at Kolkata
1493,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,12h 10m,09:10,21:00,1 stop at Delhi
1494,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,12h 35m,20:15,07:40,1 stop at Delhi
1495,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,13h 10m,10:10,21:00,1 stop at Delhi
1496,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,13h 35m,21:15,07:40,1 stop at Delhi
1497,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,14h 55m,21:25,06:30,1 stop at Ahmedabad
1498,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,15h 15m,23:30,08:15,1 stop at Jaipur
1499,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,15h 35m,23:15,07:40,1 stop at Delhi
1500,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,16h 10m,09:10,17:00,"2 Stops (IXR, DEL)"
1501,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5177,17h 10m,10:10,17:00,"2 Stops (IXR, DEL)"
1502,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,1h 40m,06:10,04:30,Non Stop
1503,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,1h 50m,07:50,06:00,Non Stop
1504,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,1h 55m,00:35,22:40,Non Stop
1505,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,4h 10m,15:05,10:55,1 stop at Chennai
1506,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,4h 30m,11:35,07:05,1 stop at Chennai
1507,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,4h 45m,11:35,06:50,1 stop at Mangalore
1508,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,5h,20:45,15:45,1 stop at Chennai
1509,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,5h 55m,20:45,14:50,1 stop at Chennai
1510,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,5h 55m,15:05,09:10,1 stop at Chennai
1511,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,6h 20m,16:35,10:15,1 stop at Hyderabad
1512,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,6h 25m,22:10,15:45,1 stop at Chennai
1513,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,7h 15m,16:35,09:20,1 stop at Hyderabad
1514,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5178,7h 20m,22:10,14:50,1 stop at Chennai
1515,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5179,1h 40m,07:15,05:35,Non Stop
1516,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5179,1h 50m,08:35,06:45,Non Stop
1517,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5179,1h 55m,21:05,19:10,Non Stop
1518,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5180,1h 45m,23:25,21:40,Non Stop
1519,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5180,1h 45m,20:45,19:00,Non Stop
1520,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5180,1h 50m,20:15,18:25,Non Stop
1521,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5180,1h 55m,21:50,19:55,Non Stop
1522,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5283,1h 50m,08:50,07:00,Non Stop
1523,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5285,1h 35m,08:15,06:40,Non Stop
1524,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5388,1h 50m,19:50,18:00,Non Stop
1525,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5703,1h 50m,09:55,08:05,Non Stop
1526,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5913,1h 45m,18:35,16:50,Non Stop
1527,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,5913,10h,02:25,16:25,"2 Stops (HYD, GOI)"
1528,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6092,5h 30m,03:15,21:45,1 stop at Goa
1529,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6092,6h 5m,12:15,06:10,1 stop at Hyderabad
1530,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6092,7h 25m,03:15,19:50,1 stop at Goa
1531,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6123,1h 50m,14:30,12:40,Non Stop
1532,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6123,2h,21:35,19:35,Non Stop
1533,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6548,10h 55m,07:40,20:45,1 stop at Goa
1534,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6796,24h 45m,06:40,05:55,1 stop at Goa
1535,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,6858,1h 55m,12:25,10:30,Non Stop
1536,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,7416,6h 20m,19:35,13:15,1 stop at Kochi
1537,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,7416,13h 55m,19:35,05:40,1 stop at Kochi
1538,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,7647,1h 55m,11:25,09:30,Non Stop
1539,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,7919,4h 55m,19:45,14:50,1 stop at Chennai
1540,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8065,15h 15m,07:40,16:25,"2 Stops (HYD, GOI)"
1541,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8066,4h 40m,23:25,18:45,1 stop at Hyderabad
1542,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8066,7h 5m,23:25,16:20,1 stop at Hyderabad
1543,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8224,8h 25m,16:00,07:35,1 stop at Hyderabad
1544,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8224,14h 5m,10:00,19:55,1 stop at Hyderabad
1545,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8224,16h 20m,23:55,07:35,1 stop at Hyderabad
1546,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8224,18h 35m,14:30,19:55,1 stop at Hyderabad
1547,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8224,26h 5m,09:40,07:35,1 stop at Hyderabad
1548,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8375,5h 5m,12:15,07:10,1 stop at Hyderabad
1549,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8802,3h 5m,23:00,19:55,1 stop at Hyderabad
1550,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,8832,4h 25m,20:45,16:20,1 stop at Hyderabad
1551,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9012,5h 5m,23:55,18:50,1 stop at Hyderabad
1552,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9012,14h 50m,09:40,18:50,1 stop at Hyderabad
1553,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,6h 40m,20:00,13:20,1 stop at Delhi
1554,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,6h 40m,12:50,06:10,1 stop at Delhi
1555,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,7h 55m,21:15,13:20,1 stop at Delhi
1556,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,8h 15m,21:35,13:20,"2 Stops (DEL, IXU)"
1557,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,8h 50m,22:10,13:20,1 stop at Delhi
1558,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,9h 35m,20:00,10:25,1 stop at Delhi
1559,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,10h 50m,21:15,10:25,1 stop at Delhi
1560,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,11h 10m,21:35,10:25,"2 Stops (DEL, IXU)"
1561,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,11h 45m,22:10,10:25,1 stop at Delhi
1562,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,12h 5m,09:05,21:00,1 stop at Delhi
1563,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,13h 10m,10:10,21:00,1 stop at Delhi
1564,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,13h 50m,20:00,06:10,1 stop at Delhi
1565,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,14h 15m,11:15,21:00,1 stop at Delhi
1566,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,15h 5m,21:15,06:10,1 stop at Delhi
1567,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,15h 15m,09:05,17:50,1 stop at Delhi
1568,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9277,15h 25m,21:35,06:10,"2 Stops (DEL, IXU)"
1569,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9289,4h 40m,21:00,16:20,1 stop at Hyderabad
1570,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9327,1h 45m,10:15,08:30,Non Stop
1571,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,9770,7h 10m,02:00,18:50,1 stop at Ahmedabad
1572,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,10659,3h 55m,10:05,06:10,1 stop at Hyderabad
1573,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,10659,6h 10m,19:15,13:05,1 stop at Hyderabad
1574,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,10901,5h 50m,15:40,09:50,1 stop at Kochi
1575,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,10901,6h 15m,12:05,05:50,1 stop at Kochi
1576,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11059,13h 45m,08:45,19:00,1 stop at Goa
1577,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,6h,23:50,17:50,1 stop at Delhi
1578,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,10h 20m,20:05,09:45,1 stop at Delhi
1579,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,11h 30m,21:15,09:45,1 stop at Delhi
1580,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,12h 5m,20:05,08:00,1 stop at Delhi
1581,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,12h 15m,22:00,09:45,1 stop at Delhi
1582,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,13h 5m,22:50,09:45,1 stop at Delhi
1583,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,13h 15m,21:15,08:00,1 stop at Delhi
1584,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,14h,22:00,08:00,1 stop at Delhi
1585,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,14h 5m,23:50,09:45,1 stop at Delhi
1586,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,14h 50m,22:50,08:00,1 stop at Delhi
1587,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11205,15h 50m,23:50,08:00,1 stop at Delhi
1588,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11384,6h,14:00,08:00,1 stop at Delhi
1589,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11416,12h 55m,18:50,05:55,1 stop at Goa
1590,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,25h 30m,09:05,07:35,"2 Stops (HYD, DEL)"
1591,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,26h 35m,10:10,07:35,"2 Stops (HYD, DEL)"
1592,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,27h 40m,11:15,07:35,"2 Stops (HYD, DEL)"
1593,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,29h 15m,12:50,07:35,"2 Stops (HYD, DEL)"
1594,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,29h 15m,12:50,07:35,"2 Stops (HYD, DEL)"
1595,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,36h 25m,20:00,07:35,"2 Stops (HYD, DEL)"
1596,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11545,37h 40m,21:15,07:35,"2 Stops (HYD, DEL)"
1597,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11899,13h 25m,22:25,09:00,"2 Stops (MYQ, COK)"
1598,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11919,7h 55m,17:40,09:45,1 stop at Delhi
1599,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11919,9h 40m,17:40,08:00,1 stop at Delhi
1600,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,11962,14h 45m,21:45,07:00,"2 Stops (PNQ, NAG)"
1601,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12109,5h 35m,17:25,11:50,1 stop at Bhubaneshwar
1602,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12150,8h 50m,14:45,05:55,1 stop at Goa
1603,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12267,10h 25m,23:10,12:45,1 stop at Goa
1604,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12333,18h,12:50,18:50,"2 Stops (HYD, DEL)"
1605,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12333,25h 10m,20:00,18:50,"2 Stops (HYD, DEL)"
1606,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12333,26h 25m,21:15,18:50,"2 Stops (HYD, DEL)"
1607,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12333,26h 45m,21:35,18:50,"3 Stops (HYD, DEL, IXU)"
1608,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12333,27h 20m,22:10,18:50,"2 Stops (HYD, DEL)"
1609,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12470,26h 25m,23:25,21:00,"2 Stops (DEL, BHO)"
1610,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12470,29h 35m,23:25,17:50,"2 Stops (DEL, BHO)"
1611,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12529,21h 35m,16:35,19:00,1 stop at Goa
1612,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12544,6h 45m,16:30,09:45,1 stop at Delhi
1613,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12544,8h 30m,16:30,08:00,1 stop at Delhi
1614,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12544,9h 20m,19:05,09:45,1 stop at Delhi
1615,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12544,11h 5m,19:05,08:00,1 stop at Delhi
1616,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12920,7h 15m,04:15,21:00,1 stop at Delhi
1617,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12920,8h 55m,16:35,07:40,1 stop at Delhi
1618,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,12920,15h 50m,12:50,21:00,1 stop at Delhi
1619,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,7h,14:00,07:00,1 stop at Delhi
1620,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,7h,15:00,08:00,1 stop at Delhi
1621,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,8h,15:00,07:00,1 stop at Delhi
1622,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,9h 30m,16:30,07:00,1 stop at Delhi
1623,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,10h 40m,17:40,07:00,1 stop at Delhi
1624,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,12h 5m,19:05,07:00,1 stop at Delhi
1625,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,13h 5m,20:05,07:00,1 stop at Delhi
1626,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,14h 15m,21:15,07:00,1 stop at Delhi
1627,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,15h,22:00,07:00,1 stop at Delhi
1628,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,15h 50m,22:50,07:00,1 stop at Delhi
1629,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,13258,16h 50m,23:50,07:00,1 stop at Delhi
1630,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,14151,5h 35m,12:35,07:00,1 stop at Delhi
1631,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-29,14151,6h 10m,17:40,11:30,1 stop at Delhi
1632,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,14260,8h 35m,21:35,13:00,1 stop at Kolkata
1633,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,14975,23h 30m,17:15,17:45,1 stop at Patna
1634,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,15254,30h,16:25,10:25,"3 Stops (DEL, RPR, VTZ)"
1635,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,16309,8h 50m,15:50,07:00,1 stop at Jaipur
1636,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-29,16360,7h 45m,17:00,09:15,1 stop at Patna
1637,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,16781,5h,17:45,12:45,1 stop at Goa
1638,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-29,16781,6h 55m,19:40,12:45,1 stop at Goa
1639,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,17898,24h 15m,21:15,21:00,"2 Stops (DEL, AMD)"
1640,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,20404,30h 10m,17:15,11:05,"2 Stops (CCU, PAT)"
1641,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-29,21244,9h 25m,20:30,11:05,1 stop at Kolkata
1642,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-30,4926,24h 45m,06:40,05:55,1 stop at Goa
1643,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5176,5h 40m,02:25,20:45,1 stop at Goa
1644,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5176,6h 25m,06:35,00:10,1 stop at Delhi
1645,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5176,9h 20m,20:40,11:20,1 stop at Delhi
1646,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5176,10h 55m,07:40,20:45,1 stop at Goa
1647,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5176,14h 30m,20:40,06:10,1 stop at Delhi
1648,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,1h 35m,07:20,05:45,Non Stop
1649,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,1h 40m,09:50,08:10,Non Stop
1650,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,1h 50m,21:50,20:00,Non Stop
1651,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,1h 55m,23:55,22:00,Non Stop
1652,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,3h 55m,19:40,15:45,1 stop at Goa
1653,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,7h 10m,02:00,18:50,1 stop at Ahmedabad
1654,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,9h 20m,20:20,11:00,1 stop at Lucknow
1655,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,10h 50m,00:50,14:00,1 stop at Kolkata
1656,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,11h 20m,07:20,20:00,1 stop at Kolkata
1657,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,12h 10m,09:10,21:00,1 stop at Delhi
1658,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,13h 10m,10:10,21:00,1 stop at Delhi
1659,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,14h 55m,21:25,06:30,1 stop at Ahmedabad
1660,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,15h 15m,23:30,08:15,1 stop at Jaipur
1661,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,16h 10m,09:10,17:00,"2 Stops (IXR, DEL)"
1662,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5177,17h 10m,10:10,17:00,"2 Stops (IXR, DEL)"
1663,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 40m,06:10,04:30,Non Stop
1664,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 45m,18:35,16:50,Non Stop
1665,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 50m,14:30,12:40,Non Stop
1666,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 50m,19:50,18:00,Non Stop
1667,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 50m,08:50,07:00,Non Stop
1668,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 50m,09:55,08:05,Non Stop
1669,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 50m,07:50,06:00,Non Stop
1670,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 55m,00:35,22:40,Non Stop
1671,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,1h 55m,12:25,10:30,Non Stop
1672,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,2h,21:35,19:35,Non Stop
1673,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,3h 55m,10:05,06:10,1 stop at Hyderabad
1674,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,4h 10m,15:05,10:55,1 stop at Chennai
1675,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,4h 30m,11:35,07:05,1 stop at Chennai
1676,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,4h 40m,23:25,18:45,1 stop at Hyderabad
1677,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,4h 45m,11:35,06:50,1 stop at Mangalore
1678,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,5h,20:45,15:45,1 stop at Chennai
1679,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,5h 5m,12:15,07:10,1 stop at Hyderabad
1680,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,5h 55m,15:05,09:10,1 stop at Chennai
1681,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,5h 55m,20:45,14:50,1 stop at Chennai
1682,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,6h 5m,00:20,18:15,1 stop at Chennai
1683,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,6h 5m,12:15,06:10,1 stop at Hyderabad
1684,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,6h 10m,19:15,13:05,1 stop at Hyderabad
1685,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,6h 20m,16:35,10:15,1 stop at Hyderabad
1686,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,6h 25m,22:10,15:45,1 stop at Chennai
1687,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,7h 5m,23:25,16:20,1 stop at Hyderabad
1688,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,7h 15m,16:35,09:20,1 stop at Hyderabad
1689,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5178,7h 20m,22:10,14:50,1 stop at Chennai
1690,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5179,1h 40m,07:15,05:35,Non Stop
1691,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5179,1h 45m,20:35,18:50,Non Stop
1692,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5179,1h 50m,08:35,06:45,Non Stop
1693,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5179,1h 55m,21:05,19:10,Non Stop
1694,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 35m,08:15,06:40,Non Stop
1695,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 45m,10:15,08:30,Non Stop
1696,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 45m,23:25,21:40,Non Stop
1697,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 45m,20:45,19:00,Non Stop
1698,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 50m,20:15,18:25,Non Stop
1699,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 55m,21:50,19:55,Non Stop
1700,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5180,1h 55m,11:25,09:30,Non Stop
1701,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5913,10h,02:25,16:25,"2 Stops (HYD, GOI)"
1702,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-11-30,5913,15h 15m,07:40,16:25,"2 Stops (HYD, GOI)"
1703,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,6548,6h 15m,12:05,05:50,1 stop at Kochi
1704,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,7384,13h 45m,08:45,19:00,1 stop at Goa
1705,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,7462,4h 25m,20:45,16:20,1 stop at Hyderabad
