,Name,Source,destination,date_of_journey,fare,duration,arrival_time,departure_time,stops
1706,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,7462,7h 40m,13:45,06:05,1 stop at Hubli
1707,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,7750,9h 35m,01:20,15:45,1 stop at Goa
1708,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,7919,7h 30m,08:10,00:40,1 stop at Goa
1709,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8224,3h 5m,23:00,19:55,1 stop at Hyderabad
1710,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8224,18h 35m,14:30,19:55,1 stop at Hyderabad
1711,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8434,14h 5m,10:00,19:55,1 stop at Hyderabad
1712,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8644,5h 10m,00:10,19:00,1 stop at Goa
1713,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8644,21h 35m,16:35,19:00,1 stop at Goa
1714,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,8854,10h 25m,23:10,12:45,1 stop at Goa
1715,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9064,20h 15m,08:05,11:50,1 stop at Chennai
1716,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,7h 5m,12:50,05:45,1 stop at Delhi
1717,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,9h 35m,20:00,10:25,1 stop at Delhi
1718,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,10h 50m,21:15,10:25,1 stop at Delhi
1719,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,11h 10m,21:35,10:25,"2 Stops (DEL, IXU)"
1720,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,11h 45m,22:10,10:25,1 stop at Delhi
1721,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,12h 5m,09:05,21:00,1 stop at Delhi
1722,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,13h 10m,10:10,21:00,1 stop at Delhi
1723,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,14h 15m,11:15,21:00,1 stop at Delhi
1724,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,14h 15m,20:00,05:45,1 stop at Delhi
1725,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,15h 30m,21:15,05:45,1 stop at Delhi
1726,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,15h 50m,21:35,05:45,"2 Stops (DEL, IXU)"
1727,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,15h 50m,12:50,21:00,1 stop at Delhi
1728,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,16h 25m,22:10,05:45,1 stop at Delhi
1729,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,22h 40m,09:05,10:25,1 stop at Delhi
1730,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,23h,20:00,21:00,1 stop at Delhi
1731,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9277,23h 45m,10:10,10:25,1 stop at Delhi
1732,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9316,8h 50m,14:45,05:55,1 stop at Goa
1733,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,9851,4h 55m,19:45,14:50,1 stop at Chennai
1734,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-11-30,10260,12h 55m,18:50,05:55,1 stop at Goa
1735,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,10744,11h 40m,17:25,05:45,"2 Stops (CCU, BBI)"
1736,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,6h,23:50,17:50,1 stop at Delhi
1737,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,6h,14:00,08:00,1 stop at Delhi
1738,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,7h 35m,19:05,11:30,1 stop at Delhi
1739,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,8h 35m,20:05,11:30,1 stop at Delhi
1740,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,9h 45m,21:15,11:30,1 stop at Delhi
1741,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,10h 30m,22:00,11:30,1 stop at Delhi
1742,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,11h 5m,19:05,08:00,1 stop at Delhi
1743,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,12h 5m,20:05,08:00,1 stop at Delhi
1744,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,12h 20m,23:50,11:30,1 stop at Delhi
1745,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,13h 15m,21:15,08:00,1 stop at Delhi
1746,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,14h,22:00,08:00,1 stop at Delhi
1747,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11205,15h 50m,23:50,08:00,1 stop at Delhi
1748,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,5h 35m,12:35,07:00,1 stop at Delhi
1749,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,6h 45m,16:30,09:45,1 stop at Delhi
1750,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,7h,15:00,08:00,1 stop at Delhi
1751,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,7h,14:00,07:00,1 stop at Delhi
1752,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,8h,15:00,07:00,1 stop at Delhi
1753,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,8h 30m,16:30,08:00,1 stop at Delhi
1754,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,9h 20m,19:05,09:45,1 stop at Delhi
1755,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,9h 30m,16:30,07:00,1 stop at Delhi
1756,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,10h 20m,20:05,09:45,1 stop at Delhi
1757,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,11h 30m,21:15,09:45,1 stop at Delhi
1758,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,12h 5m,19:05,07:00,1 stop at Delhi
1759,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,12h 15m,22:00,09:45,1 stop at Delhi
1760,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,13h 5m,20:05,07:00,1 stop at Delhi
1761,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,14h 5m,23:50,09:45,1 stop at Delhi
1762,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,14h 15m,21:15,07:00,1 stop at Delhi
1763,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,15h,22:00,07:00,1 stop at Delhi
1764,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11384,16h 50m,23:50,07:00,1 stop at Delhi
1765,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11545,18h,12:50,18:50,"2 Stops (HYD, DEL)"
1766,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11545,25h 10m,20:00,18:50,"2 Stops (HYD, DEL)"
1767,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11545,26h 25m,21:15,18:50,"2 Stops (HYD, DEL)"
1768,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11545,26h 45m,21:35,18:50,"3 Stops (HYD, DEL, IXU)"
1769,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11545,39h 50m,21:35,05:45,"5 Stops (CCU, BBI, HYD, DEL, IXU)"
1770,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11899,15h 45m,22:25,06:40,"2 Stops (MYQ, COK)"
1771,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,11962,14h 45m,21:45,07:00,"2 Stops (PNQ, NAG)"
1772,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12007,27h 20m,22:10,18:50,"2 Stops (HYD, DEL)"
1773,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,21h 15m,09:05,11:50,"2 Stops (MAA, DEL)"
1774,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,21h 15m,09:05,11:50,"2 Stops (MAA, DEL)"
1775,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,22h 20m,10:10,11:50,"2 Stops (MAA, DEL)"
1776,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,22h 20m,10:10,11:50,"2 Stops (MAA, DEL)"
1777,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,23h 25m,11:15,11:50,"2 Stops (MAA, DEL)"
1778,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,23h 25m,11:15,11:50,"2 Stops (MAA, DEL)"
1779,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12322,25h,12:50,11:50,"2 Stops (MAA, DEL)"
1780,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12469,23h 25m,18:15,18:50,"3 Stops (HYD, DEL, IDR)"
1781,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12469,36h 30m,18:15,05:45,"5 Stops (CCU, BBI, HYD, DEL, IDR)"
1782,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12544,10h 45m,07:55,21:10,1 stop at Delhi
1783,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12920,7h 15m,04:15,21:00,1 stop at Delhi
1784,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12920,12h 55m,20:35,07:40,1 stop at Delhi
1785,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12920,14h 15m,21:55,07:40,1 stop at Delhi
1786,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12920,15h 35m,23:15,07:40,1 stop at Delhi
1787,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,12920,15h 50m,12:50,21:00,1 stop at Delhi
1788,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,13498,8h 55m,16:35,07:40,1 stop at Delhi
1789,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,13762,5h 50m,15:40,09:50,1 stop at Kochi
1790,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,13894,21h 55m,13:25,15:30,1 stop at Lucknow
1791,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,13970,6h,12:30,06:30,1 stop at Ahmedabad
1792,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,14156,6h 55m,19:40,12:45,1 stop at Goa
1793,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,14419,11h 30m,17:15,05:45,"2 Stops (CCU, PAT)"
1794,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,14419,14h,19:45,05:45,1 stop at Kolkata
1795,Go First,BLR-Bengaluru,BOM-Mumbai,2021-11-30,15468,7h 45m,17:00,09:15,1 stop at Patna
1796,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,15679,6h 25m,18:15,11:50,1 stop at Chennai
1797,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-11-30,15941,5h,17:45,12:45,1 stop at Goa
1798,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,17898,10h 50m,21:15,10:25,"2 Stops (DEL, AMD)"
1799,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,19893,11h 40m,17:25,05:45,"2 Stops (DEL, BBI)"
1800,Air India,BLR-Bengaluru,BOM-Mumbai,2021-11-30,20827,12h 5m,17:50,05:45,"2 Stops (DEL, UDR)"
1801,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-12-01,4926,24h 45m,06:40,05:55,1 stop at Goa
1802,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5176,9h 20m,20:40,11:20,1 stop at Delhi
1803,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5176,14h 30m,20:40,06:10,1 stop at Delhi
1804,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,1h 35m,07:20,05:45,Non Stop
1805,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,1h 40m,09:50,08:10,Non Stop
1806,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,1h 50m,21:50,20:00,Non Stop
1807,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,1h 55m,23:55,22:00,Non Stop
1808,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,3h 55m,19:40,15:45,1 stop at Goa
1809,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,4h 30m,11:00,06:30,1 stop at Ahmedabad
1810,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,6h,12:30,06:30,1 stop at Ahmedabad
1811,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,7h 10m,02:00,18:50,1 stop at Ahmedabad
1812,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,7h 20m,15:00,07:40,1 stop at Delhi
1813,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,7h 45m,17:00,09:15,1 stop at Patna
1814,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,8h 55m,16:35,07:40,1 stop at Delhi
1815,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,9h 35m,01:20,15:45,1 stop at Goa
1816,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,11h 20m,07:20,20:00,1 stop at Kolkata
1817,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,11h 40m,09:10,21:30,1 stop at Delhi
1818,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,12h 40m,10:10,21:30,1 stop at Delhi
1819,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,12h 45m,20:25,07:40,1 stop at Delhi
1820,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,14h 15m,21:55,07:40,1 stop at Delhi
1821,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,14h 55m,21:25,06:30,1 stop at Ahmedabad
1822,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,15h 15m,23:30,08:15,1 stop at Jaipur
1823,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,15h 20m,12:50,21:30,1 stop at Delhi
1824,Go First,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5177,15h 35m,23:15,07:40,1 stop at Delhi
1825,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,1h 40m,06:10,04:30,Non Stop
1826,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,1h 50m,08:50,07:00,Non Stop
1827,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,1h 50m,07:50,06:00,Non Stop
1828,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,2h,23:15,21:15,Non Stop
1829,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,2h,21:35,19:35,Non Stop
1830,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,4h 10m,17:45,13:35,1 stop at Goa
1831,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,4h 25m,20:45,16:20,1 stop at Hyderabad
1832,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,4h 30m,11:35,07:05,1 stop at Chennai
1833,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,5h,20:45,15:45,1 stop at Chennai
1834,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,5h 5m,12:15,07:10,1 stop at Hyderabad
1835,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,5h 5m,14:45,09:40,1 stop at Mangalore
1836,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,5h 55m,20:45,14:50,1 stop at Chennai
1837,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,5h 55m,15:05,09:10,1 stop at Chennai
1838,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,6h 5m,05:50,23:45,1 stop at Hyderabad
1839,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,6h 10m,19:15,13:05,1 stop at Hyderabad
1840,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,6h 20m,16:35,10:15,1 stop at Hyderabad
1841,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,6h 25m,22:10,15:45,1 stop at Chennai
1842,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 5m,02:55,19:50,1 stop at Goa
1843,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 5m,23:25,16:20,1 stop at Hyderabad
1844,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 15m,16:35,09:20,1 stop at Hyderabad
1845,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 20m,22:10,14:50,1 stop at Chennai
1846,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 25m,14:45,07:20,1 stop at Mangalore
1847,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5178,7h 30m,08:10,00:40,1 stop at Goa
1848,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5179,1h 40m,07:15,05:35,Non Stop
1849,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5179,1h 45m,20:35,18:50,Non Stop
1850,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5179,1h 50m,08:35,06:45,Non Stop
1851,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5179,1h 55m,21:05,19:10,Non Stop
1852,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5179,2h,00:35,22:35,Non Stop
1853,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 35m,08:15,06:40,Non Stop
1854,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 45m,23:25,21:40,Non Stop
1855,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 45m,20:45,19:00,Non Stop
1856,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 45m,10:15,08:30,Non Stop
1857,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 50m,20:15,18:25,Non Stop
1858,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5180,1h 55m,21:50,19:55,Non Stop
1859,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5283,1h 55m,00:35,22:40,Non Stop
1860,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5388,1h 50m,19:50,18:00,Non Stop
1861,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5635,6h 5m,19:40,13:35,1 stop at Goa
1862,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5703,1h 50m,09:55,08:05,Non Stop
1863,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5703,1h 55m,12:25,10:30,Non Stop
1864,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5913,10h,02:25,16:25,"2 Stops (HYD, GOI)"
1865,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,5913,15h 15m,07:40,16:25,"2 Stops (HYD, GOI)"
1866,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,6072,1h 55m,11:25,09:30,Non Stop
1867,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,6333,1h 45m,18:35,16:50,Non Stop
1868,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,7005,4h 15m,11:35,07:20,1 stop at Mangalore
1869,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,7110,1h 50m,14:30,12:40,Non Stop
1870,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,7384,13h 45m,08:45,19:00,1 stop at Goa
1871,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,7919,6h 15m,12:05,05:50,1 stop at Kochi
1872,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8224,3h 5m,23:00,19:55,1 stop at Hyderabad
1873,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8224,14h 5m,10:00,19:55,1 stop at Hyderabad
1874,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8224,18h 35m,14:30,19:55,1 stop at Hyderabad
1875,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8329,5h 10m,00:10,19:00,1 stop at Goa
1876,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8463,12h 50m,01:35,12:45,1 stop at Goa
1877,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8476,8h 50m,14:45,05:55,1 stop at Goa
1878,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8539,5h 5m,23:55,18:50,1 stop at Hyderabad
1879,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8539,14h 50m,09:40,18:50,1 stop at Hyderabad
1880,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,8644,21h 35m,16:35,19:00,1 stop at Goa
1881,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,6h 40m,20:00,13:20,1 stop at Delhi
1882,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,6h 40m,12:50,06:10,1 stop at Delhi
1883,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,7h 55m,21:15,13:20,1 stop at Delhi
1884,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,8h 15m,21:35,13:20,"2 Stops (DEL, IXU)"
1885,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,9h 35m,20:00,10:25,1 stop at Delhi
1886,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,10h 50m,21:15,10:25,1 stop at Delhi
1887,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,11h 10m,21:35,10:25,"2 Stops (DEL, IXU)"
1888,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,12h 5m,09:05,21:00,1 stop at Delhi
1889,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,13h 10m,10:10,21:00,1 stop at Delhi
1890,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,13h 50m,20:00,06:10,1 stop at Delhi
1891,Air Asia,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,13h 55m,19:35,05:40,1 stop at Kochi
1892,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,14h 15m,11:15,21:00,1 stop at Delhi
1893,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,15h 5m,21:15,06:10,1 stop at Delhi
1894,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,15h 15m,09:05,17:50,1 stop at Delhi
1895,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,15h 25m,21:35,06:10,"2 Stops (DEL, IXU)"
1896,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,15h 50m,12:50,21:00,1 stop at Delhi
1897,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,16h 20m,10:10,17:50,1 stop at Delhi
1898,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,17h 25m,11:15,17:50,1 stop at Delhi
1899,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,19h,12:50,17:50,1 stop at Delhi
1900,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,22h 40m,09:05,10:25,1 stop at Delhi
1901,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,23h,20:00,21:00,1 stop at Delhi
1902,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,23h 45m,10:10,10:25,1 stop at Delhi
1903,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,24h 15m,21:15,21:00,1 stop at Delhi
1904,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9277,24h 50m,11:15,10:25,1 stop at Delhi
1905,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9289,4h 55m,19:45,14:50,1 stop at Chennai
1906,SpiceJet,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9736,12h 55m,18:50,05:55,1 stop at Goa
1907,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,9855,8h 50m,22:10,13:20,1 stop at Delhi
1908,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,10744,5h 35m,17:25,11:50,1 stop at Bhubaneshwar
1909,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,10779,7h 50m,18:15,10:25,"2 Stops (DEL, IDR)"
1910,IndiGo,BLR-Bengaluru,BOM-Mumbai,2021-12-01,10901,5h 50m,15:40,09:50,1 stop at Kochi
1911,Air India,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11164,24h 25m,22:25,22:00,1 stop at Kochi
1912,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,5h 35m,12:35,07:00,1 stop at Delhi
1913,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,6h,23:50,17:50,1 stop at Delhi
1914,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,6h 10m,17:40,11:30,1 stop at Delhi
1915,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,6h 45m,16:30,09:45,1 stop at Delhi
1916,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,7h,14:00,07:00,1 stop at Delhi
1917,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,7h 55m,17:40,09:45,1 stop at Delhi
1918,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,8h 35m,20:05,11:30,1 stop at Delhi
1919,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,9h 30m,16:30,07:00,1 stop at Delhi
1920,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,9h 45m,21:15,11:30,1 stop at Delhi
1921,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,10h 20m,20:05,09:45,1 stop at Delhi
1922,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,10h 40m,17:40,07:00,1 stop at Delhi
1923,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,11h 20m,22:50,11:30,1 stop at Delhi
1924,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,11h 30m,21:15,09:45,1 stop at Delhi
1925,Vistara,BLR-Bengaluru,BOM-Mumbai,2021-12-01,11205,12h 20m,23:50,11:30,1 stop at Delhi
